Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Traffic Situation
4:15:00 PM,20,Friday,78,22,12,1,normal
4:30:00 PM,20,Friday,71,24,18,2,normal
4:45:00 PM,20,Friday,50,26,9,1,low
5:00:00 PM,20,Friday,55,28,5,0,low
5:15:00 PM,20,Friday,61,20,25,1,normal
5:30:00 PM,20,Friday,76,22,14,2,normal
5:45:00 PM,20,Friday,50,20,23,1,normal
6:00:00 PM,20,Friday,89,26,0,2,normal
6:15:00 PM,20,Friday,62,20,17,0,normal
6:30:00 PM,20,Friday,83,20,23,2,normal
6:45:00 PM,20,Friday,65,20,2,0,low
7:00:00 PM,20,Friday,60,21,2,1,low
7:15:00 PM,20,Friday,36,8,3,9,low
7:30:00 PM,20,Friday,39,5,4,11,low
7:45:00 PM,20,Friday,26,8,3,0,low
8:00:00 PM,20,Friday,23,4,0,5,low
8:15:00 PM,20,Friday,50,2,0,4,low
8:30:00 PM,20,Friday,30,2,3,1,low
8:45:00 PM,20,Friday,48,10,4,2,low
9:00:00 PM,20,Friday,39,6,6,1,low
9:15:00 PM,20,Friday,47,10,3,9,low
9:30:00 PM,20,Friday,26,3,5,3,low
9:45:00 PM,20,Friday,25,6,3,9,low
10:00:00 PM,20,Friday,19,1,0,11,low
10:15:00 PM,20,Friday,16,5,0,26,normal
10:30:00 PM,20,Friday,15,2,1,39,normal
10:45:00 PM,20,Friday,14,5,0,11,low
11:00:00 PM,20,Friday,12,2,0,20,normal
11:15:00 PM,20,Friday,11,2,0,35,normal
11:30:00 PM,20,Friday,18,5,1,11,low
11:45:00 PM,20,Friday,17,2,0,20,normal
12:00:00 AM,21,Sunday,19,5,1,30,normal
12:15:00 AM,21,Sunday,17,4,1,24,normal
12:30:00 AM,21,Sunday,16,3,0,14,normal
12:45:00 AM,21,Sunday,16,3,1,23,normal
1:00:00 AM,21,Sunday,20,0,1,17,normal
1:15:00 AM,21,Sunday,20,0,0,37,normal
1:30:00 AM,21,Sunday,18,0,1,30,normal
1:45:00 AM,21,Sunday,19,1,0,14,normal
2:00:00 AM,21,Sunday,18,5,0,29,normal
2:15:00 AM,21,Sunday,11,1,0,22,normal
2:30:00 AM,21,Sunday,20,3,0,24,normal
2:45:00 AM,21,Sunday,12,2,1,10,low
3:00:00 AM,21,Sunday,19,5,1,31,normal
3:15:00 AM,21,Sunday,10,0,0,32,normal
3:30:00 AM,21,Sunday,14,1,1,12,low
3:45:00 AM,21,Sunday,14,2,1,24,normal
4:00:00 AM,21,Sunday,10,3,0,32,normal
4:15:00 AM,21,Sunday,97,23,6,17,normal
4:30:00 AM,21,Sunday,104,22,7,11,normal
4:45:00 AM,21,Sunday,100,15,8,20,normal
5:00:00 AM,21,Sunday,87,7,7,4,low
5:15:00 AM,21,Sunday,77,27,8,10,normal
5:30:00 AM,21,Sunday,51,7,4,5,low
5:45:00 AM,21,Sunday,79,1,10,6,low
6:00:00 AM,21,Sunday,100,40,29,5,heavy
6:15:00 AM,21,Sunday,112,13,39,0,high
6:30:00 AM,21,Sunday,120,16,34,2,heavy
6:45:00 AM,21,Sunday,123,14,26,3,high
7:00:00 AM,21,Sunday,142,27,27,4,heavy
7:15:00 AM,21,Sunday,139,38,49,2,heavy
7:30:00 AM,21,Sunday,134,24,21,2,heavy
7:45:00 AM,21,Sunday,102,13,31,0,high
8:00:00 AM,21,Sunday,102,16,43,4,high
8:15:00 AM,21,Sunday,106,16,32,1,high
8:30:00 AM,21,Sunday,117,19,42,3,heavy
8:45:00 AM,21,Sunday,139,36,40,3,heavy
9:00:00 AM,21,Sunday,121,13,25,2,normal
9:15:00 AM,21,Sunday,65,19,16,11,normal
9:30:00 AM,21,Sunday,12,25,39,28,normal
9:45:00 AM,21,Sunday,98,21,10,5,normal
10:00:00 AM,21,Sunday,58,9,25,13,normal
10:15:00 AM,21,Sunday,81,10,39,29,high
10:30:00 AM,21,Sunday,67,20,33,29,high
10:45:00 AM,21,Sunday,68,22,25,16,normal
11:00:00 AM,21,Sunday,47,10,6,22,normal
11:15:00 AM,21,Sunday,45,7,10,27,normal
11:30:00 AM,21,Sunday,54,5,11,24,normal
11:45:00 AM,21,Sunday,61,7,15,28,normal
12:00:00 PM,21,Sunday,56,5,4,29,normal
12:15:00 PM,21,Sunday,23,5,4,27,normal
12:30:00 PM,21,Sunday,31,6,8,23,normal
12:45:00 PM,21,Sunday,27,7,14,28,normal
1:00:00 PM,21,Sunday,30,7,3,30,normal
1:15:00 PM,21,Sunday,114,21,5,14,normal
1:30:00 PM,21,Sunday,46,24,35,16,high
1:45:00 PM,21,Sunday,68,29,29,20,high
2:00:00 PM,21,Sunday,45,16,15,5,low
2:15:00 PM,21,Sunday,86,13,11,20,normal
2:30:00 PM,21,Sunday,44,11,19,15,normal
2:45:00 PM,21,Sunday,45,17,13,20,normal
3:00:00 PM,21,Sunday,106,17,7,12,normal
3:15:00 PM,21,Sunday,44,16,9,13,normal
3:30:00 PM,21,Sunday,77,23,13,9,normal
3:45:00 PM,21,Sunday,53,17,26,8,normal
4:00:00 PM,21,Sunday,138,18,20,8,heavy
4:15:00 PM,21,Sunday,142,24,39,9,heavy
4:30:00 PM,21,Sunday,114,25,21,7,normal
4:45:00 PM,21,Sunday,116,35,42,6,heavy
5:00:00 PM,21,Sunday,149,22,37,8,heavy
5:15:00 PM,21,Sunday,100,12,39,7,high
5:30:00 PM,21,Sunday,101,23,45,5,heavy
5:45:00 PM,21,Sunday,122,40,48,10,heavy
6:00:00 PM,21,Sunday,112,34,39,9,heavy
6:15:00 PM,21,Sunday,112,12,41,5,heavy
6:30:00 PM,21,Sunday,116,22,23,7,heavy
6:45:00 PM,21,Sunday,90,13,15,33,high
7:00:00 PM,21,Sunday,85,14,14,13,normal
7:15:00 PM,21,Sunday,59,25,13,27,high
7:30:00 PM,21,Sunday,108,5,15,22,high
7:45:00 PM,21,Sunday,75,8,16,25,high
8:00:00 PM,21,Sunday,96,15,12,27,high
8:15:00 PM,21,Sunday,61,17,10,8,low
8:30:00 PM,21,Sunday,84,25,20,30,high
8:45:00 PM,21,Sunday,55,9,12,19,normal
9:00:00 PM,21,Sunday,65,16,12,32,high
9:15:00 PM,21,Sunday,87,16,10,16,normal
9:30:00 PM,21,Sunday,75,5,12,21,high
9:45:00 PM,21,Sunday,82,16,14,34,high
10:00:00 PM,21,Sunday,11,3,0,34,normal
10:15:00 PM,21,Sunday,15,5,0,14,normal
10:30:00 PM,21,Sunday,18,5,1,13,normal
10:45:00 PM,21,Sunday,19,2,1,34,normal
11:00:00 PM,21,Sunday,20,4,1,26,normal
11:15:00 PM,21,Sunday,14,4,0,10,low
11:30:00 PM,21,Sunday,11,1,1,36,normal
11:45:00 PM,21,Sunday,10,2,1,15,normal
12:00:00 AM,22,Saturday,10,3,0,33,normal
12:15:00 AM,22,Saturday,14,3,0,23,normal
12:30:00 AM,22,Saturday,11,5,1,11,low
12:45:00 AM,22,Saturday,10,1,1,34,normal
1:00:00 AM,22,Saturday,20,4,1,17,normal
1:15:00 AM,22,Saturday,17,5,0,24,normal
1:30:00 AM,22,Saturday,12,2,1,18,normal
1:45:00 AM,22,Saturday,15,0,1,16,normal
2:00:00 AM,22,Saturday,19,5,0,15,normal
2:15:00 AM,22,Saturday,11,3,1,39,normal
2:30:00 AM,22,Saturday,14,5,0,10,low
2:45:00 AM,22,Saturday,20,0,1,33,normal
3:00:00 AM,22,Saturday,13,1,1,33,normal
3:15:00 AM,22,Saturday,18,2,1,12,low
3:30:00 AM,22,Saturday,19,2,1,23,normal
3:45:00 AM,22,Saturday,10,4,0,36,normal
4:00:00 AM,22,Saturday,13,4,0,17,normal
4:15:00 AM,22,Saturday,86,28,2,18,normal
4:30:00 AM,22,Saturday,59,29,9,14,normal
4:45:00 AM,22,Saturday,102,20,9,13,normal
5:00:00 AM,22,Saturday,114,28,8,16,normal
5:15:00 AM,22,Saturday,87,23,5,0,normal
5:30:00 AM,22,Saturday,88,5,8,13,normal
5:45:00 AM,22,Saturday,83,6,4,9,low
6:00:00 AM,22,Saturday,150,19,24,3,heavy
6:15:00 AM,22,Saturday,148,35,46,1,heavy
6:30:00 AM,22,Saturday,146,23,23,4,heavy
6:45:00 AM,22,Saturday,140,21,39,3,heavy
7:00:00 AM,22,Saturday,149,36,35,1,heavy
7:15:00 AM,22,Saturday,125,34,42,0,heavy
7:30:00 AM,22,Saturday,147,34,20,5,heavy
7:45:00 AM,22,Saturday,128,33,21,4,heavy
8:00:00 AM,22,Saturday,111,38,50,5,heavy
8:15:00 AM,22,Saturday,144,20,32,4,heavy
8:30:00 AM,22,Saturday,121,14,23,1,normal
8:45:00 AM,22,Saturday,136,36,40,4,heavy
9:00:00 AM,22,Saturday,114,21,23,1,normal
9:15:00 AM,22,Saturday,75,17,37,29,high
9:30:00 AM,22,Saturday,34,5,27,22,normal
9:45:00 AM,22,Saturday,45,6,7,15,normal
10:00:00 AM,22,Saturday,65,10,6,27,normal
10:15:00 AM,22,Saturday,67,25,20,18,normal
10:30:00 AM,22,Saturday,50,25,25,28,high
10:45:00 AM,22,Saturday,37,19,38,12,normal
11:00:00 AM,22,Saturday,36,8,3,29,normal
11:15:00 AM,22,Saturday,63,5,8,23,normal
11:30:00 AM,22,Saturday,67,5,7,22,normal
11:45:00 AM,22,Saturday,36,9,14,22,normal
12:00:00 PM,22,Saturday,57,8,10,22,normal
12:15:00 PM,22,Saturday,65,7,14,25,normal
12:30:00 PM,22,Saturday,54,10,3,29,normal
12:45:00 PM,22,Saturday,41,5,4,25,normal
1:00:00 PM,22,Saturday,43,9,3,25,normal
1:15:00 PM,22,Saturday,9,27,32,17,normal
1:30:00 PM,22,Saturday,101,28,18,20,normal
1:45:00 PM,22,Saturday,99,16,16,18,normal
2:00:00 PM,22,Saturday,20,27,32,12,normal
2:15:00 PM,22,Saturday,96,16,39,17,heavy
2:30:00 PM,22,Saturday,62,28,18,20,normal
2:45:00 PM,22,Saturday,58,27,17,5,normal
3:00:00 PM,22,Saturday,60,18,28,12,high
3:15:00 PM,22,Saturday,81,26,13,17,normal
3:30:00 PM,22,Saturday,118,15,27,13,heavy
3:45:00 PM,22,Saturday,53,12,25,20,normal
4:00:00 PM,22,Saturday,132,12,27,9,heavy
4:15:00 PM,22,Saturday,149,14,50,5,heavy
4:30:00 PM,22,Saturday,106,35,41,5,heavy
4:45:00 PM,22,Saturday,150,29,27,7,heavy
5:00:00 PM,22,Saturday,110,30,46,5,heavy
5:15:00 PM,22,Saturday,129,35,34,5,heavy
5:30:00 PM,22,Saturday,133,21,26,5,heavy
5:45:00 PM,22,Saturday,148,34,45,7,heavy
6:00:00 PM,22,Saturday,144,39,43,8,heavy
6:15:00 PM,22,Saturday,126,27,44,8,heavy
6:30:00 PM,22,Saturday,103,34,49,5,heavy
6:45:00 PM,22,Saturday,96,7,13,30,high
7:00:00 PM,22,Saturday,54,17,17,19,normal
7:15:00 PM,22,Saturday,98,16,17,15,normal
7:30:00 PM,22,Saturday,72,6,19,8,normal
7:45:00 PM,22,Saturday,69,23,12,31,high
8:00:00 PM,22,Saturday,85,13,16,24,high
8:15:00 PM,22,Saturday,102,22,12,9,normal
8:30:00 PM,22,Saturday,103,14,20,14,normal
8:45:00 PM,22,Saturday,80,12,10,22,high
9:00:00 PM,22,Saturday,63,18,11,5,low
9:15:00 PM,22,Saturday,84,21,13,9,normal
9:30:00 PM,22,Saturday,72,10,10,29,high
9:45:00 PM,22,Saturday,79,22,17,13,normal
10:00:00 PM,22,Saturday,12,5,0,27,normal
10:15:00 PM,22,Saturday,19,1,1,38,normal
10:30:00 PM,22,Saturday,14,3,0,33,normal
10:45:00 PM,22,Saturday,16,3,1,37,normal
11:00:00 PM,22,Saturday,14,5,0,37,normal
11:15:00 PM,22,Saturday,11,2,1,20,normal
11:30:00 PM,22,Saturday,20,3,0,25,normal
11:45:00 PM,22,Saturday,20,0,1,30,normal
12:00:00 AM,23,Monday,13,2,1,17,normal
12:15:00 AM,23,Monday,20,1,1,19,normal
12:30:00 AM,23,Monday,10,2,1,12,low
12:45:00 AM,23,Monday,14,2,0,25,normal
1:00:00 AM,23,Monday,12,0,1,16,normal
1:15:00 AM,23,Monday,11,5,1,31,normal
1:30:00 AM,23,Monday,13,1,1,16,normal
1:45:00 AM,23,Monday,17,3,0,10,low
2:00:00 AM,23,Monday,11,1,0,22,normal
2:15:00 AM,23,Monday,10,4,1,16,normal
2:30:00 AM,23,Monday,15,3,1,32,normal
2:45:00 AM,23,Monday,10,0,0,22,normal
3:00:00 AM,23,Monday,20,1,1,16,normal
3:15:00 AM,23,Monday,16,1,1,15,normal
3:30:00 AM,23,Monday,14,4,1,32,normal
3:45:00 AM,23,Monday,16,1,1,37,normal
4:00:00 AM,23,Monday,10,2,1,36,normal
4:15:00 AM,23,Monday,96,18,7,2,normal
4:30:00 AM,23,Monday,51,14,0,5,low
4:45:00 AM,23,Monday,63,25,2,8,low
5:00:00 AM,23,Monday,72,7,1,4,low
5:15:00 AM,23,Monday,86,18,6,1,low
5:30:00 AM,23,Monday,105,4,4,20,normal
5:45:00 AM,23,Monday,117,10,10,18,normal
6:00:00 AM,23,Monday,120,36,32,0,heavy
6:15:00 AM,23,Monday,135,20,31,0,heavy
6:30:00 AM,23,Monday,112,40,42,3,heavy
6:45:00 AM,23,Monday,135,13,20,3,heavy
7:00:00 AM,23,Monday,105,35,24,2,normal
7:15:00 AM,23,Monday,150,25,36,0,heavy
7:30:00 AM,23,Monday,108,27,23,2,normal
7:45:00 AM,23,Monday,108,40,45,1,heavy
8:00:00 AM,23,Monday,118,19,21,1,normal
8:15:00 AM,23,Monday,131,18,41,1,heavy
8:30:00 AM,23,Monday,148,31,20,4,heavy
8:45:00 AM,23,Monday,120,26,22,1,heavy
9:00:00 AM,23,Monday,147,12,32,0,heavy
9:15:00 AM,23,Monday,73,9,35,12,high
9:30:00 AM,23,Monday,93,21,22,29,high
9:45:00 AM,23,Monday,66,2,10,28,normal
10:00:00 AM,23,Monday,18,6,6,6,low
10:15:00 AM,23,Monday,78,1,16,30,high
10:30:00 AM,23,Monday,69,15,24,20,normal
10:45:00 AM,23,Monday,82,2,40,17,high
11:00:00 AM,23,Monday,57,9,5,23,normal
11:15:00 AM,23,Monday,25,5,14,26,normal
11:30:00 AM,23,Monday,40,9,15,28,normal
11:45:00 AM,23,Monday,52,6,13,21,normal
12:00:00 PM,23,Monday,45,8,13,29,normal
12:15:00 PM,23,Monday,67,10,7,25,normal
12:30:00 PM,23,Monday,20,8,14,30,normal
12:45:00 PM,23,Monday,44,8,4,29,normal
1:00:00 PM,23,Monday,63,5,8,29,normal
1:15:00 PM,23,Monday,119,15,20,13,normal
1:30:00 PM,23,Monday,103,10,23,7,normal
1:45:00 PM,23,Monday,42,14,15,14,normal
2:00:00 PM,23,Monday,67,20,24,12,normal
2:15:00 PM,23,Monday,56,18,29,17,high
2:30:00 PM,23,Monday,65,16,32,15,high
2:45:00 PM,23,Monday,107,11,26,19,high
3:00:00 PM,23,Monday,11,18,22,10,normal
3:15:00 PM,23,Monday,28,15,27,12,normal
3:30:00 PM,23,Monday,45,17,7,6,low
3:45:00 PM,23,Monday,66,12,27,6,normal
4:00:00 PM,23,Monday,104,40,22,9,heavy
4:15:00 PM,23,Monday,113,21,26,5,high
4:30:00 PM,23,Monday,120,29,37,6,heavy
4:45:00 PM,23,Monday,129,10,39,6,heavy
5:00:00 PM,23,Monday,119,29,40,10,heavy
5:15:00 PM,23,Monday,119,25,32,9,heavy
5:30:00 PM,23,Monday,123,10,30,7,heavy
5:45:00 PM,23,Monday,111,33,28,5,heavy
6:00:00 PM,23,Monday,110,12,47,8,heavy
6:15:00 PM,23,Monday,139,15,43,9,heavy
6:30:00 PM,23,Monday,132,29,25,7,heavy
6:45:00 PM,23,Monday,51,8,18,18,normal
7:00:00 PM,23,Monday,76,5,14,20,normal
7:15:00 PM,23,Monday,53,15,13,23,normal
7:30:00 PM,23,Monday,50,25,19,9,normal
7:45:00 PM,23,Monday,86,24,20,34,high
8:00:00 PM,23,Monday,67,23,14,13,normal
8:15:00 PM,23,Monday,54,9,15,7,low
8:30:00 PM,23,Monday,59,12,16,35,high
8:45:00 PM,23,Monday,109,25,15,5,normal
9:00:00 PM,23,Monday,73,18,10,35,high
9:15:00 PM,23,Monday,65,24,14,19,normal
9:30:00 PM,23,Monday,94,10,11,22,high
9:45:00 PM,23,Monday,106,9,12,31,high
10:00:00 PM,23,Monday,18,3,0,11,low
10:15:00 PM,23,Monday,17,1,1,36,normal
10:30:00 PM,23,Monday,12,0,0,22,normal
10:45:00 PM,23,Monday,11,1,0,19,normal
11:00:00 PM,23,Monday,16,1,0,32,normal
11:15:00 PM,23,Monday,12,3,1,13,normal
11:30:00 PM,23,Monday,14,4,1,27,normal
11:45:00 PM,23,Monday,11,3,1,37,normal
12:00:00 AM,24,Tuesday,17,2,0,18,normal
12:15:00 AM,24,Tuesday,18,4,1,39,normal
12:30:00 AM,24,Tuesday,20,4,0,32,normal
12:45:00 AM,24,Tuesday,15,0,0,28,normal
1:00:00 AM,24,Tuesday,11,4,0,12,low
1:15:00 AM,24,Tuesday,19,5,1,35,normal
1:30:00 AM,24,Tuesday,15,0,1,26,normal
1:45:00 AM,24,Tuesday,11,4,0,31,normal
2:00:00 AM,24,Tuesday,19,2,1,33,normal
2:15:00 AM,24,Tuesday,12,4,1,29,normal
2:30:00 AM,24,Tuesday,15,5,1,16,normal
2:45:00 AM,24,Tuesday,14,4,1,21,normal
3:00:00 AM,24,Tuesday,19,4,1,17,normal
3:15:00 AM,24,Tuesday,10,2,1,12,low
3:30:00 AM,24,Tuesday,10,0,0,11,low
3:45:00 AM,24,Tuesday,20,4,1,33,normal
4:00:00 AM,24,Tuesday,10,1,0,12,low
4:15:00 AM,24,Tuesday,73,12,5,5,low
4:30:00 AM,24,Tuesday,95,15,4,19,normal
4:45:00 AM,24,Tuesday,81,19,3,13,normal
5:00:00 AM,24,Tuesday,119,25,10,9,normal
5:15:00 AM,24,Tuesday,80,10,4,15,normal
5:30:00 AM,24,Tuesday,102,24,3,16,normal
5:45:00 AM,24,Tuesday,68,17,6,10,low
6:00:00 AM,24,Tuesday,109,40,38,0,heavy
6:15:00 AM,24,Tuesday,124,25,31,1,heavy
6:30:00 AM,24,Tuesday,126,22,21,1,heavy
6:45:00 AM,24,Tuesday,120,31,29,5,heavy
7:00:00 AM,24,Tuesday,101,20,47,5,heavy
7:15:00 AM,24,Tuesday,139,40,48,2,heavy
7:30:00 AM,24,Tuesday,116,23,23,4,normal
7:45:00 AM,24,Tuesday,101,14,24,0,normal
8:00:00 AM,24,Tuesday,137,40,21,5,heavy
8:15:00 AM,24,Tuesday,131,26,36,0,heavy
8:30:00 AM,24,Tuesday,114,27,45,4,heavy
8:45:00 AM,24,Tuesday,102,14,46,1,high
9:00:00 AM,24,Tuesday,116,24,32,5,heavy
9:15:00 AM,24,Tuesday,29,10,21,12,normal
9:30:00 AM,24,Tuesday,41,12,15,10,low
9:45:00 AM,24,Tuesday,41,9,7,27,normal
10:00:00 AM,24,Tuesday,90,25,26,10,high
10:15:00 AM,24,Tuesday,64,25,17,20,normal
10:30:00 AM,24,Tuesday,64,10,17,23,high
10:45:00 AM,24,Tuesday,69,17,5,28,high
11:00:00 AM,24,Tuesday,59,9,9,21,normal
11:15:00 AM,24,Tuesday,44,10,12,29,normal
11:30:00 AM,24,Tuesday,43,5,6,26,normal
11:45:00 AM,24,Tuesday,65,7,10,21,normal
12:00:00 PM,24,Tuesday,29,5,12,21,normal
12:15:00 PM,24,Tuesday,24,9,8,20,normal
12:30:00 PM,24,Tuesday,44,6,4,26,normal
12:45:00 PM,24,Tuesday,35,10,12,24,normal
1:00:00 PM,24,Tuesday,43,10,15,21,normal
1:15:00 PM,24,Tuesday,45,17,24,11,normal
1:30:00 PM,24,Tuesday,108,21,37,14,heavy
1:45:00 PM,24,Tuesday,53,19,33,9,high
2:00:00 PM,24,Tuesday,75,23,31,13,high
2:15:00 PM,24,Tuesday,70,18,5,19,normal
2:30:00 PM,24,Tuesday,52,25,15,19,normal
2:45:00 PM,24,Tuesday,9,18,24,9,normal
3:00:00 PM,24,Tuesday,47,21,9,18,normal
3:15:00 PM,24,Tuesday,116,20,17,19,heavy
3:30:00 PM,24,Tuesday,65,14,6,9,low
3:45:00 PM,24,Tuesday,93,12,13,13,normal
4:00:00 PM,24,Tuesday,100,21,45,9,heavy
4:15:00 PM,24,Tuesday,121,24,31,6,heavy
4:30:00 PM,24,Tuesday,110,15,50,5,heavy
4:45:00 PM,24,Tuesday,103,17,28,5,high
5:00:00 PM,24,Tuesday,136,38,20,5,heavy
5:15:00 PM,24,Tuesday,119,22,32,9,heavy
5:30:00 PM,24,Tuesday,132,17,36,5,heavy
5:45:00 PM,24,Tuesday,147,10,41,5,heavy
6:00:00 PM,24,Tuesday,111,12,44,6,heavy
6:15:00 PM,24,Tuesday,102,27,32,5,high
6:30:00 PM,24,Tuesday,137,25,29,7,heavy
6:45:00 PM,24,Tuesday,71,17,15,31,high
7:00:00 PM,24,Tuesday,64,25,11,15,normal
7:15:00 PM,24,Tuesday,70,16,15,29,high
7:30:00 PM,24,Tuesday,91,9,11,32,high
7:45:00 PM,24,Tuesday,95,6,11,35,high
8:00:00 PM,24,Tuesday,76,16,10,31,high
8:15:00 PM,24,Tuesday,87,17,18,7,normal
8:30:00 PM,24,Tuesday,63,22,12,29,high
8:45:00 PM,24,Tuesday,56,17,20,8,normal
9:00:00 PM,24,Tuesday,102,18,19,29,heavy
9:15:00 PM,24,Tuesday,60,23,10,13,normal
9:30:00 PM,24,Tuesday,88,6,18,25,high
9:45:00 PM,24,Tuesday,104,15,10,32,high
10:00:00 PM,24,Tuesday,16,1,1,26,normal
10:15:00 PM,24,Tuesday,12,1,0,12,low
10:30:00 PM,24,Tuesday,16,1,0,29,normal
10:45:00 PM,24,Tuesday,13,5,0,31,normal
11:00:00 PM,24,Tuesday,20,1,1,27,normal
11:15:00 PM,24,Tuesday,18,0,0,29,normal
11:30:00 PM,24,Tuesday,16,3,1,26,normal
11:45:00 PM,24,Tuesday,18,0,0,21,normal
12:00:00 AM,25,Wednesday,11,5,0,24,normal
12:15:00 AM,25,Wednesday,13,1,0,10,low
12:30:00 AM,25,Wednesday,10,1,0,26,normal
12:45:00 AM,25,Wednesday,19,5,1,22,normal
1:00:00 AM,25,Wednesday,20,0,0,10,low
1:15:00 AM,25,Wednesday,16,4,1,39,normal
1:30:00 AM,25,Wednesday,19,1,1,11,low
1:45:00 AM,25,Wednesday,20,4,0,38,normal
2:00:00 AM,25,Wednesday,15,1,1,15,normal
2:15:00 AM,25,Wednesday,10,0,0,33,normal
2:30:00 AM,25,Wednesday,20,5,0,24,normal
2:45:00 AM,25,Wednesday,12,2,1,35,normal
3:00:00 AM,25,Wednesday,10,4,1,37,normal
3:15:00 AM,25,Wednesday,15,4,0,38,normal
3:30:00 AM,25,Wednesday,19,0,1,39,normal
3:45:00 AM,25,Wednesday,16,4,0,35,normal
4:00:00 AM,25,Wednesday,20,3,1,35,normal
4:15:00 AM,25,Wednesday,118,1,0,4,normal
4:30:00 AM,25,Wednesday,89,20,4,17,normal
4:45:00 AM,25,Wednesday,120,18,6,13,normal
5:00:00 AM,25,Wednesday,85,7,3,18,normal
5:15:00 AM,25,Wednesday,99,8,2,14,normal
5:30:00 AM,25,Wednesday,59,25,2,7,low
5:45:00 AM,25,Wednesday,58,25,2,5,low
6:00:00 AM,25,Wednesday,113,40,36,4,heavy
6:15:00 AM,25,Wednesday,113,16,50,2,heavy
6:30:00 AM,25,Wednesday,121,27,50,4,heavy
6:45:00 AM,25,Wednesday,150,17,28,0,heavy
7:00:00 AM,25,Wednesday,136,29,23,0,heavy
7:15:00 AM,25,Wednesday,142,32,27,2,heavy
7:30:00 AM,25,Wednesday,106,32,42,2,heavy
7:45:00 AM,25,Wednesday,103,21,20,0,normal
8:00:00 AM,25,Wednesday,131,19,26,1,heavy
8:15:00 AM,25,Wednesday,133,23,21,3,heavy
8:30:00 AM,25,Wednesday,123,17,50,1,heavy
8:45:00 AM,25,Wednesday,124,21,35,2,heavy
9:00:00 AM,25,Wednesday,136,26,20,4,heavy
9:15:00 AM,25,Wednesday,92,10,39,19,high
9:30:00 AM,25,Wednesday,82,7,13,19,normal
9:45:00 AM,25,Wednesday,42,2,28,27,normal
10:00:00 AM,25,Wednesday,24,17,17,9,normal
10:15:00 AM,25,Wednesday,42,19,17,12,normal
10:30:00 AM,25,Wednesday,100,12,5,23,high
10:45:00 AM,25,Wednesday,11,25,30,22,normal
11:00:00 AM,25,Wednesday,27,7,10,22,normal
11:15:00 AM,25,Wednesday,38,7,11,20,normal
11:30:00 AM,25,Wednesday,49,10,6,27,normal
11:45:00 AM,25,Wednesday,66,9,7,28,normal
12:00:00 PM,25,Wednesday,70,8,3,22,normal
12:15:00 PM,25,Wednesday,58,7,6,27,normal
12:30:00 PM,25,Wednesday,53,9,13,29,normal
12:45:00 PM,25,Wednesday,22,5,6,26,normal
1:00:00 PM,25,Wednesday,40,10,11,28,normal
1:15:00 PM,25,Wednesday,58,13,10,12,low
1:30:00 PM,25,Wednesday,60,25,24,17,normal
1:45:00 PM,25,Wednesday,25,11,24,17,normal
2:00:00 PM,25,Wednesday,22,28,11,18,normal
2:15:00 PM,25,Wednesday,6,11,37,15,normal
2:30:00 PM,25,Wednesday,92,18,34,18,high
2:45:00 PM,25,Wednesday,97,17,38,20,heavy
3:00:00 PM,25,Wednesday,92,18,31,6,high
3:15:00 PM,25,Wednesday,74,12,17,16,normal
3:30:00 PM,25,Wednesday,67,22,7,5,low
3:45:00 PM,25,Wednesday,84,20,25,15,normal
4:00:00 PM,25,Wednesday,144,15,42,8,heavy
4:15:00 PM,25,Wednesday,120,11,47,7,heavy
4:30:00 PM,25,Wednesday,108,10,36,6,high
4:45:00 PM,25,Wednesday,141,13,50,6,heavy
5:00:00 PM,25,Wednesday,121,37,29,8,heavy
5:15:00 PM,25,Wednesday,142,40,22,6,heavy
5:30:00 PM,25,Wednesday,137,23,28,7,heavy
5:45:00 PM,25,Wednesday,117,10,27,8,high
6:00:00 PM,25,Wednesday,100,16,37,7,high
6:15:00 PM,25,Wednesday,148,11,42,8,heavy
6:30:00 PM,25,Wednesday,148,27,39,6,heavy
6:45:00 PM,25,Wednesday,65,18,20,21,high
7:00:00 PM,25,Wednesday,75,9,14,6,low
7:15:00 PM,25,Wednesday,85,15,20,29,high
7:30:00 PM,25,Wednesday,57,21,20,18,normal
7:45:00 PM,25,Wednesday,50,7,13,30,normal
8:00:00 PM,25,Wednesday,87,21,14,34,high
8:15:00 PM,25,Wednesday,64,24,11,6,low
8:30:00 PM,25,Wednesday,76,6,18,14,normal
8:45:00 PM,25,Wednesday,69,11,12,8,low
9:00:00 PM,25,Wednesday,76,9,17,14,normal
9:15:00 PM,25,Wednesday,94,8,15,5,normal
9:30:00 PM,25,Wednesday,104,10,16,33,high
9:45:00 PM,25,Wednesday,98,13,13,33,high
10:00:00 PM,25,Wednesday,13,5,0,18,normal
10:15:00 PM,25,Wednesday,17,1,0,11,low
10:30:00 PM,25,Wednesday,18,2,1,34,normal
10:45:00 PM,25,Wednesday,11,1,0,35,normal
11:00:00 PM,25,Wednesday,17,4,0,11,low
11:15:00 PM,25,Wednesday,17,1,1,23,normal
11:30:00 PM,25,Wednesday,17,2,0,23,normal
11:45:00 PM,25,Wednesday,16,4,1,30,normal
12:00:00 AM,26,Thursday,15,5,1,23,normal
12:15:00 AM,26,Thursday,18,0,0,31,normal
12:30:00 AM,26,Thursday,10,1,0,17,normal
12:45:00 AM,26,Thursday,13,2,0,32,normal
